resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,headerSect 8,weekDay 3,weekDay 4,alignC,weekDay 10,alignC 4,weekDay 18,extraTxt 11,extraTxt 12,weekDay href,extraTxt 13,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,dayInfo 28,dayInfo 29,dayInfo 30,weekDay href 4
STAT,Methods of Data Analysis I,STA302H1-F,Delivery instructions,Note:,This course will be offered completely online.,"Introduction to data analysis with a focus on regression. Initial Examination of data. Correlation. Simple and multiple regression models using least squares. Inference for regression parameters, confidence and prediction intervals. Diagnostics and remedial measures. Interactions and dummy variables. Variable selection. Least squares estimation and inference for non-linear regression.",STA238H1/STA248H1/STA255H1/STA261H1/ECO227Y1/STAB57H3/STA258H5/STA260H5/ECO227Y5; CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA20H3/CSCA48H3/CSC108H5/CSC148H5; MAT221H1(70%)/MAT223H1/MAT240H1/MATA22H3/MATA23H3/MAT223H5/MAT240H5,Prerequisite:,"STAC67H3, STA302H5",Exclusion:,Science,Distribution Requirement:,Room,LEC2999,Tuesday,—,10:00,12:00,—,"Daignault, K.",of  available,0,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Room,—,—,,,,Thursday,The Physical and Mathematical Universes (5),Breadth Requirement:,,"Lectures and tutorials will be delivered online for at least some, if not all, of the scheduled meeting times. Details about the online course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),ASMAJ0608 MA ACTUARIAL SCIENCE,—,10:00,11:00,
STAT,Methods of Data Analysis I,STA302H1-S,Delivery instructions,Note:,This course will be offered completely online.,"Introduction to data analysis with a focus on regression. Initial Examination of data. Correlation. Simple and multiple regression models using least squares. Inference for regression parameters, confidence and prediction intervals. Diagnostics and remedial measures. Interactions and dummy variables. Variable selection. Least squares estimation and inference for non-linear regression.",STA238H1/STA248H1/STA255H1/STA261H1/ECO227Y1/STAB57H3/STA258H5/STA260H5/ECO227Y5; CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA20H3/CSCA48H3/CSC108H5/CSC148H5; MAT221H1(70%)/MAT223H1/MAT240H1/MATA22H3/MATA23H3/MAT223H5/MAT240H5,Prerequisite:,"STAC67H3, STA302H5",Exclusion:,Science,Distribution Requirement:,Room,LEC9901,Wednesday,—,15:00,18:00,—,"Daignault, K.",of  available,0,250,Yes: 19 students,Online - Synchronous (See Delivery Instructions.),,,,,,,,The Physical and Mathematical Universes (5),Breadth Requirement:,,"Lectures and tutorials will be delivered online for at least some, if not all, of the scheduled meeting times. Details about the online course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0608 MA ACTUARIAL SCIENCE,ASMAJ2289 MA STATISTICS,,,,
STAT,Methods of Data Analysis II,STA303H1-S,Delivery instructions,Note:,Lectures will be delivered online and tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,"Analysis of variance for one-and two-way layouts, logistic regression, loglinear models, longitudinal data, introduction to time series.",STA302H1/STAC67H3/STA302H5,Prerequisite:,STAC51H3,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,—,"Bolton, L.",of  available,0,300,Yes: 95 students,Online - Synchronous (See Delivery Instructions.),Activity,Thursday,—,—,—,—,Wednesday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494460,All assessments will be completed online.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1540 SP APPLIED STATISTICS,ASSPE1687 SP DATA SCI,—,15:00,17:00,https://map.utoronto.ca/?id=1809#!m/494489
STAT,"Surveys, Sampling and Observational Data",STA304H1-F,Delivery instructions,Note:,"Lectures will be delivered online through a combination of pre-recorded videos and resources, and online class meetings as per the schedule.","Design of surveys, sources of bias, randomized response surveys. Techniques of sampling; stratification, clustering, unequal probability selection. Sampling inference, estimates of population mean and variances, ratio estimation. Observational data; correlation vs. causation, missing data, sources of bias.",ECO227Y1/ STA255H1/ STA261H1/ STA248H1/ STA238H1/ STAB57H3/ STA258H5/ STA260H5/ ECO227Y5,Prerequisite:,"STAC50H3, STAC53H3, STA304H5",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,—,"Caetano, S.",of  available,0,250,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Activity,Wednesday,—,—,—,—,Wednesday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494481,Tutorials will be offered in-person or online depending on the tutorial section in which you enrol.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2289 MA STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494489
STAT,"Surveys, Sampling and Observational Data",STA304H1-S,Delivery instructions,Note:,Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines.,"Design of surveys, sources of bias, randomized response surveys. Techniques of sampling; stratification, clustering, unequal probability selection. Sampling inference, estimates of population mean and variances, ratio estimation. Observational data; correlation vs. causation, missing data, sources of bias.",ECO227Y1/ STA255H1/ STA261H1/ STA248H1/ STA238H1/ STAB57H3/ STA258H5/ STA260H5/ ECO227Y5,Prerequisite:,"STAC50H3, STAC53H3, STA304H5",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,15:00,16:00,BA 1160,"Alexander, R.",of  available,75,250,Yes: 0 student,In Person (See Delivery Instructions.),,,,,BA 1160,,Wednesday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494470,"Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2289 MA STATISTICS,ASSPE2270 SP STATISTICAL SCI: METH & PRA,—,15:00,17:00,https://map.utoronto.ca/?id=1809#!m/494470
SMC,Christianity and Popular Culture,CHC305H1-F,,,,"An examination of both overt and covert representations of Christian ideas in contemporary popular media. We examine the ways in which Christian themes have been appropriated and subverted in mass media, while also examining the innovative ways these themes, such as redemption, sacrifice, vocation, and hope, are presented anew.",4.0 credits,Prerequisite:,SMC305H1,Exclusion:,CHC200H1/CHC367H1,Recommended Preparation:,Room,LEC0101,Monday,—,15:00,17:00,TF 201,"Tardif, S.",of  available,24,40,Yes: 0 student,In Person,Subtitle,,,,,,,Humanities,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,,,,
SMC,Christianity and Popular Culture,CHC305H1-S,,,,"An examination of both overt and covert representations of Christian ideas in contemporary popular media. We examine the ways in which Christian themes have been appropriated and subverted in mass media, while also examining the innovative ways these themes, such as redemption, sacrifice, vocation, and hope, are presented anew.",4.0 credits,Prerequisite:,SMC305H1,Exclusion:,CHC200H1/CHC367H1,Recommended Preparation:,Room,LEC0101,Thursday,—,12:00,14:00,TF 201,"Richard, J.",of  available,24,40,Yes: 0 student,In Person,Subtitle,,,,,,,Humanities,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,,,,
STAT,Design and Analysis of Experiments,STA305H1-F,Timetable instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.","Experiments vs observational studies, experimental units. Designs with one source of variation. Complete randomized designs and randomized block designs. Factorial designs. Inferences for contrasts and means. Model assumptions. Crossed and nested treatment factors, random effects models. Analysis of variance and covariance. Sample size calculations.",STA302H1/STAC67H3/STA302H5,Prerequisite:,"STAC50H3, STAC53H3, STA305H5",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,13:00,14:00,MS 3153,"Singh, M.",of  available,78,200,Yes: 0 student,In Person,,,,,HS 610,,Friday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494491,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2289 MA STATISTICS,ASSPE1687 SP DATA SCI,—,13:00,15:00,https://map.utoronto.ca/?id=1809#!m/494459
STAT,Design and Analysis of Experiments,STA305H1-S,Delivery instructions,Note:,Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines.,"Experiments vs observational studies, experimental units. Designs with one source of variation. Complete randomized designs and randomized block designs. Factorial designs. Inferences for contrasts and means. Model assumptions. Crossed and nested treatment factors, random effects models. Analysis of variance and covariance. Sample size calculations.",STA302H1/STAC67H3/STA302H5,Prerequisite:,"STAC50H3, STAC53H3, STA305H5",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,12:00,ES 1050,"Singh, M.",of  available,93,250,Yes: 0 student,In Person (See Delivery Instructions.),,ES 1050,MS 3154,,OI G162,,Wednesday,The Physical and Mathematical Universes (5),Breadth Requirement:,https://map.utoronto.ca/?id=1809#!m/494499,"Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1687 SP DATA SCI,ASSPE2270 SP STATISTICAL SCI: METH & PRA,—,11:00,13:00,https://map.utoronto.ca/?id=1809#!m/494563
SMC,Scripture in Christian Tradition,CHC307H1-S,,,,The formation and content of the Christian Bible; an introduction to the history of its interpretation and of the role it has played and continues to play in Christian life and culture.,4.0 credits,Prerequisite:,"SMC307Y1, SMC307H1",Exclusion:,"CHC203Y1, CHC215H1",Recommended Preparation:,Room,LEC0101,Wednesday,—,15:00,17:00,TF 103,"Donovan, D.",of  available,4,20,Yes: 0 student,In Person,,,,,,,,Humanities,Distribution Requirement:,https://map.utoronto.ca/?id=1809#!m/494581,,,,,,,,,,
