resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay href 3,weekDay 6,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 8,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 9,weekDay 10,weekDay 11,headerSect 13,headerSect 14,headerSect 15,headerSect 16,headerSect 17,headerSect 18,colCode 3,weekDay 13,dayInfo 13,dayInfo 14,dayInfo 15,dayInfo 16,dayInfo 17,dayInfo 18,weekDay href 9,weekDay href 10,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 19,headerSect 20,headerSect 21,headerSect 22,headerSect 23,headerSect 24,colCode 4,weekDay 22,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,colCode 6,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 49,alignC,alignC 2,alignC 3,alignC 5,extraTxt 16
HIS,A History of Pre-modern Medicine,HIS355H1-S,,,,"This course surveys major themes and developments in the history of medicine from c.600 BCE to 1800 CE. Topics include: Hippocrates, Galen and their reception in the Middle Ages; monasteries, medicinal gardens and hospitals; medieval licensing of physicians and pharmacists; medieval scholastic medicine; the Black Death; Renaissance anatomy and charlatans; New World drug discoveries; William Harvey's heart, William Witherings's foxglove, the isolation of morphine.","1.0 FCE in medieval or pre-modern history, or permission of course instructor",HIS220Y1,Prerequisite:,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,Breadth Requirement:
HIS,War in Canadian History,HIS356H1-F,,,,"This course examines war as a major force in the history of Canada from the so-called colonial period to recent times. In addition to key dynamics in military history (e.g. battles, military organization); the course will stress the links between war and society, politics, empire and colonialism, technology and environment, memory and commemoration, and identity. Topics may include indigenous warfare and diplomacy, imperial rivalry in early North America, Canada and the British Empire, the world wars, the Cold War, and peacekeeping. Soldiers and peaceniks are both welcome and will be equally happy and annoyed.",HIS264H1,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
IHPST,Child Science: Knowing and Caring for Children in Modern World,HPS356H1-S,Delivery instructions,Note:,It is recommended that students have a computer with a microphone and camera to participate in online activities.,"'Childhood' associates with diverse meanings throughout human history. In a western industrial society, the responsibility of childcare mainly falls upon parents’ shoulders, with help from various professionals. Also, knowing and caring for children have evolved into distinct fields across life sciences, humanities, and social science. The child science ranges from education, developmental psychology, and child and adolescent psychology, etc. The development of these disciplines further shapes our views of children and modify parenting practices. In this course, we will draw on empirical studies to examine how the science of children and childcare penetrates families and schools to structure the daily life of children in the modern world.","Humanities, Social Science",Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,,,LEC0101,Monday,—,10:00,12:00,,—,https://map.utoronto.ca/?id=1809#!m/494581,TF 201,https://map.utoronto.ca/?id=1809#!m/494581,,https://map.utoronto.ca/?id=1809#!m/494463,TF 200,"Sung, W.",of  available,41,100,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,Tuesday,—,10:00,11:00,Tuesday,—,11:00,12:00,Tuesday,,EM 302,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,—,12:00,13:00,,,,,,of  available,18,33,No,In Person (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,,of  available,23,33,No,In Person (See Delivery Instructions.),Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0301,of  available,2,34,No,In Person (See Delivery Instructions.),Space Availability,Wait List,Status / Notes,,,,,,,,,,,,,Room,—,—,—,,
HIS,A Social History of Renaissance Europe,HIS357Y1-Y,,,,"A social history of the 15th and 16th centuries set against the cultural and political background. Emphasis on changes in customs and living conditions resulting from economic, legal, intellectual, and religious developments of the period.",HIS357H1/HIS357Y0/HIS357Y5/HIS357H5,A course in Renaissance or Early Modern European history,Exclusion:,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Tuesday,—,13:00,14:00,Thursday,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,VC 101,"Terpstra, N.",of  available,1,60,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breadth Requirement:
HIS,Regional Politics and Radical Movements in the 20th Century Caribbean,HIS359H1-S,,,,"The role of nationalism, race and ethnicity, class conflict and ideologies in the recent development of Caribbean societies; Europes replacement by the United States as the dominant imperial power in the Caribbean; how this mixture of regional and international pressures has led to widely differing political systems and traditions.","HIS294Y1/HIS230H1,231H1",Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,16:00,18:00,,,,,,,,,,of  available,0,45,Yes: 1 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,
GER,Intermediate Yiddish,GER360H1-F,,,,"The course conducted in Yiddish offers a review of basic grammar, stylistics, study of short literary texts.",GER260Y1,GER463Y1,Prerequisite:,Humanities,Exclusion:,Creative and Cultural Representations (1),Distribution Requirement:,LEC0101,Wednesday,—,12:00,13:00,Friday,,,,,NF 008,,,"Schwartz, M.",of  available,14,15,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494600,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,,,,NF 008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
HIS,"The Holocaust, from 1942",HIS361H1-S,,,,"Follows on HIS338H1. Themes include: resistance by Jews and non-Jews; local collaboration; the roles of European governments, the Allies, the churches, and other international organizations; the varieties of Jewish responses. We will also focus on postwar repercussions of the Holocaust in areas such as justice, memory and memorialization, popular culture and politics.",completion of 6 undergraduate full-course equivalents and HIS338H1,HIS338Y1/HIS361H5,Prerequisite:,a course in modern European history,Exclusion:,Humanities,Recommended Preparation:,LEC0101,Friday,—,10:00,12:00,,,https://map.utoronto.ca/?id=1809#!m/494578,AH 402,https://map.utoronto.ca/?id=1809#!m/494510,,https://map.utoronto.ca/?id=1809#!m/494510,SS 2114,"Bergen, D.",of  available,2,70,Yes: 0 student,In Person,,,,,Friday,—,12:00,13:00,Friday,—,12:00,13:00,Friday,Friday,SS 2114,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,SS 1080,—,13:00,14:00,—,13:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510,,of  available,0,18,No,In Person,Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0102,SS 1070,of  available,0,18,No,In Person,Wait List,Status / Notes,Activity,Time,Room,Instructor(s),TUT0201,of  available,2,17,No,In Person,Space Availability,Wait List,Status / Notes,Activity,Time,TUT0202,of  available,7,17,No,In Person,Instructor(s),Space Availability,Wait List,Status / Notes,Room,—,—,—,,Distribution Requirement:
HIS,From Revolution to Revolution: Hungary Since 1848,HIS364H1-S,,,,"This course offers a chronological survey of the history of Hungary from the 1848 revolution until the present.  It is ideal for students with little or no knowledge of Hungarian history but who posess an understanding of the main trends of European history in the 19th and 20th centuries.  The focus is on the revolutions of 1848-1849, 1918-1919, the 1956 Revolution against Soviet rule and the collapse of communism in 1989.  The story has not been invariably heroic, violent and tragic.",A 100 level HIS course,None,Prerequisite:,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Wednesday,—,09:00,11:00,,,,,,,,,"Austin, R.",of  available,0,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
HIS,Indigenous Histories of the Great Lakes from 1815 to the Present,HIS366H1-S,,,,"Explores the history of Aboriginal peoples (Indigenous and Metis) living in the Great Lakes Region after the Great Lakes were effectively split between British North America (later Canada) to the north and the united States to the south, when a rapidly increasing newcomer population on both sides of the border marginalized Indigenous peoples and settled on their land. Topics include a comparative examination of Indigenous experiences of colonialism, including treaties and land surrenders as well as the development of government policies aimed at removing and/or assimilating Great Lakes peoples. This course will also study resistance by First National and Tribal Councils to those programs over nearly two centuries and assess local strategies used for economic and cultural survival.",HIS263Y1/HIS264H1/HIS271Y1,HIS369Y1,Prerequisite:,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Wednesday,—,10:00,12:00,,,,,,,,,,of  available,0,45,Yes: 4 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494564,,,,,,,,,,,,,,SK 720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,—,Breadth Requirement:
GER,Topics in Yiddish or German Jewish Literature and Culture,GER367H1-F,Timetable instructions,Note:,This course is taught in English.,"Topics in modern Yiddish or German Jewish literature and culture from the beginning of the 19th century to the present, featuring a selection of readings of modern Yiddish prose, poetry, drama and cinema. Taught in English and open to students across disciplines.",Completion of a minimum of 4.0 FCEs,Humanities,Prerequisite:,Creative and Cultural Representations (1),Distribution Requirement:,,Breadth Requirement:,LEC0101,Thursday,—,14:00,16:00,,,,,,,,,"Seelig, R.",of  available,25,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494580,,,,,,,,,,,,,,CR 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,"Early Modern Britain, 1485-1660",HIS368H1-F,,,,"Introduction to the political, social and religious history of early modern England, Scotland and Ireland. Particular attention will be paid to the history of the monarchy, the Protestant Reformation, gender issues and relations between different parts of the British Isles.","EUR200Y1, HIS109Y1/HIS243H1/HIS244H1",Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Tuesday,—,16:00,17:00,Thursday,,,,,SS 2127,,,"Mori, J.",of  available,10,70,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,SS 2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,"Indigenous Histories of the Great Lakes, to 1830",HIS369H1-F,,,,"Explores the history of Aboriginal peoples (Indigenous and Mtis) living in the Great Lakes Region from the 16th century to the aftermath of the war of 1812. Weaving together interdisciplinary sources, this course examines central events in Great Lakes history including the formation of the Wendat and Haudenosaunee Confederacies and key Anishinaabek alliances, the arrival of European newcomers into an Indigenous landscape, the social-political impact of new diseases, reactions to European missionaries, the fur trade, major conflicts and peace processes including the Great Peace of Montreal, the Treaty of Niagara and the 60 Years War for the Great Lakes; and ending with the period of significant encroachment of new settlers on Indigenous lands. Tutorials, primary source analysis, essay, exam.",HIS263Y1/HIS264H1/INS201Y1,HIS369Y1,Prerequisite:,Humanities,Exclusion:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Wednesday,—,10:00,12:00,,,,,,,,,"Melle, B.",of  available,1,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,,,,,,,,,UC 152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
HIS,Modern Palestine,HIS370H1-F,,,,"Weekly lectures provide an overview of the political struggles over Palestine between Zionist and Palestinian national movements in the twentieth century in the context of British colonialism, UN negotiations and resolutions, Third-worldism, superpower rivalry and everyday cooperation and occupation on the ground.",HIS339H1,HIS340H1,Exclusion:,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Tuesday,—,10:00,13:00,,,,,,,,,"Hanssen, J.",of  available,1,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,Breadth Requirement:
IHPST,Philosophy of Medicine,HPS370H1-S,Delivery instructions,Note:,Lectures will be recorded and made available online.  Students will not be expected to view video content prior to the meeting. Students will not need a camera or a microphone.,"This course introduces students to philosophical issues in the study of medicine. The course will cover foundational questions, such as what constitutes evidence that a therapy is effective, how do we define health and disease, and information derived from research is used to support clinical practice. Students will be introduced to different movements in contemporary clinical medicine, such as Evidence-based Medicine, Person-Centered Healthcare, and Precision Medicine.",Completion of 4.0 credits,HPS250H1,Prerequisite:,Humanities,Recommended Preparation:,Society and its Institutions (3),Distribution Requirement:,LEC0101,Monday,—,12:00,14:00,,Contact DEPT,,,,—,,,"Baigrie, B.",of  available,9,50,Yes: 0 student,In Person (See Delivery Instructions.),,,,,Monday,—,14:00,15:00,Monday,—,15:00,16:00,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,TUT0101,,,,,,,,,,of  available,3,25,No,Online - Synchronous (See Delivery Instructions.),Status / Notes,Activity,Time,Room,Instructor(s),Space Availability,TUT0201,,of  available,6,25,No,Online - Synchronous (See Delivery Instructions.),Wait List,Status / Notes,,,,,,,,,,,,,,,,,,,,,,,,,,Room,—,—,,,Breadth Requirement:
HIS,Canadian Political History,HIS371H1-S,,,,"This course examines the history of Canadian politics from the late colonial period to the recent past. Lectures and tutorials will focus attention on specific political issues (responsible government, Confederation, war, welfare, battles over voting rights, campaigns for social change, etc) but also consider the deeper structural, social, economic, and cultural dynamics that shaped politics over time. The course takes a broad view of politics (elections and parties but also social movements, interest groups, bureaucracy). A key theme is the nature of political power in a democratic polity.",HIS264H1/HIS263Y1,Humanities,Prerequisite:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC5101,Wednesday,—,18:00,20:00,,,,,,,,,"Penfold, S.",of  available,0,45,Yes: 5 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
HIS,America in the 1960s,HIS378H1-F,,,,"A survey of one of the most turbulent decades in American history. Examines the political, social, economic and cultural revolutions that transformed the face of America.",HIS271Y1,Humanities,Prerequisite:,Society and its Institutions (3),Distribution Requirement:,,Breadth Requirement:,LEC0101,Friday,—,12:00,14:00,,,,,,,,,"Kilgore, K.",of  available,2,23,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,SS 1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
