resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,headerSect 3,colCode,weekDay,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,extraTxt 13,legendControl 7,extraTxt 16,headerSect 15,alignC,weekDay 55,dayInfo 94,dayInfo 95,dayInfo 96,weekDay href 22
POL,Politics in Europe,POL387H1-S,Delivery instructions,Note:,Lectures will be delivered in person.,Course Description:,"This course applies the basic concepts in comparative politics to the political systems of Europe. We will cover theories of transitions to democracy, formation and development of the nation-state, political institutions and their effects, parties and party systems and elections and electoral behaviour. We will use these theories to gain a better understanding of politics in Europe. We will also address some of the major challenges that Europe and the EU have recently faced such as the eurozone crisis, Brexit, the rise of populism and extreme right parties and the challenges of immigration and incorporation of minorities. The goal is for students to become familiar with the politics and governments of contemporary Europe through the lens of current and classic themes in comparative politics.",1.0 POL credit/EUR200Y1,Prerequisite:,POL207Y1/POL302Y5,Exclusion:,POL218H1/POL219H1,Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,,"Brummer, K.",of  available,24,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1625 MA EUROPEAN STUDIES,ASMAJ2015 MA POLITICAL SCIENCE,ASMIN1011 MI EUROPEAN UNION STUDIES,ASMIN2015 MI POLITICAL SCIENCE,ASSPE2015 SP POLITICAL SCIENCE,,,,,,SS 1083,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
RLG,Religion and Science,RLG387H1-F,,,,Course Description:,"Course explores issues at the intersection of religion and science which may include such topics as evolution and the assessment of its religious significance by different traditions, conceptions of God held by scientists (theism, pantheism, panentheism); ethical issues raised by scientific or technological developments ( cloning or embryonic stem cell research); philosophical analysis of religious and scientific discourses.",Completion of 4.0 credits,Prerequisite:,RLG231H1,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Monday,,"Coleman, S.",of  available,60,80,Yes: 0 student,In Person,,,,,,,,,,,,Activity,—,SS 1087,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Politics and Government of Southeast Asia,POL388H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"This course provides an overview of political regimes in Southeast Asia, as well as some of the main issues that shape its political life. It includes legacies of colonial rule, nationalist struggles, democratization, ethnic and secessionist conflict, as well as social movement.",1.0 POL credit,Prerequisite:,POL218H1,Recommended Preparation:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,,"Winward, M.",of  available,15,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,BL 313,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494536
RLG,Special Topics II,RLG389H1-F,,,,Course Description:,Special Topics,Humanities,Distribution Requirement:,,,,,,,Room,LEC0101,Monday,,"Pontoriero, E.",of  available,16,25,Yes: 0 student,In Person,,,,,,,,,,,,Subtitle,,SS 1078,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
PSY,Behavioural Genetics,PSY390H1-F,,,,Course Description:,"An examination of how genes contribute to the production of behaviour, either as structural elements or direct participants in behavioural regulation. Covers molecular genetics, natural selection, and genetic methods followed by specific examples of congenic disorders that affect behaviour and studies of normal behaviours in human and animal models.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/BIO260H1/HMB200H1/HMB265H1/PSL300H1",Prerequisite:,PSY355H5,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,,"Whissell, P.",of  available,1,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1446 MA COGNITIVE SCIENCE(SCIENCE),ASMAJ1446A MA COG SCI: SCI - COMPUT COG,ASMAJ1446B MA COG SCI: SCI - COGN & BRAIN,ASMIN1160 MI PSYCHOLOGY,,,,,,RW 143,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494515
PSY,Behavioural Genetics,PSY390H1-S,,,,Course Description:,"An examination of how genes contribute to the production of behaviour, either as structural elements or direct participants in behavioural regulation. Covers molecular genetics, natural selection, and genetic methods followed by specific examples of congenic disorders that affect behaviour and studies of normal behaviours in human and animal models.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/BIO260H1/HMB200H1/HMB265H1/PSL300H1",Prerequisite:,PSY355H5,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Tuesday,,"Whissell, P.",of  available,0,50,Yes: 28 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1446 MA COGNITIVE SCIENCE(SCIENCE),ASMAJ1446A MA COG SCI: SCI - COMPUT COG,ASMAJ1446B MA COG SCI: SCI - COGN & BRAIN,ASMIN1160 MI PSYCHOLOGY,,,,,,LM 155,—,18:00,21:00,https://map.utoronto.ca/?id=1809#!m/494502
RLG,The European Enlightenment and Religion,RLG392H1-S,,,,Course Description:,"This course explores some of the major thinkers of the European Enlightenment and their philosophical inquiries into the meaning and significance of religion as a set of cultural institutions. Special attention is paid to the analysis of religious concepts and institutions along epistemological, ethical, and political lines.",Completion of 4.0 credits,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Monday,,"DiCenso, J.",of  available,32,40,Yes: 0 student,In Person,,,,,,,,,,,,,,SS 1086,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
RLG,Graphic Religion: Myth and the Spiritual in Graphic Novels,RLG393H1-S,,,,Course Description:,"Survey of themes connecting religious ideas, symbols, and representations with graphic novels and sequential art. The course will explore techniques of story-telling in mythic and visual representations in religious traditions and explore how these techniques and images are mirrored within popular comic-style (sequential) art.",Completion of 4.0 credits,Prerequisite:,RLG234H1,Exclusion:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,,"Perley, D.",of  available,31,40,Yes: 0 student,In Person,,,,,,,,,,,,,,OI 5170,—,13:00,15:00,https://map.utoronto.ca/?id=1809#!m/494563
POL,Research Participation,POL395H1-F,Timetable instructions,Note:,"For enrolment in this course, contact the Student and Alumni/Advancement Coordinator, Elizabeth Jagdeo at e.jagdeo@utoronto.ca for details.",Course Description:,"Credit course for supervised participation in a faculty research project. Offered only when a faculty member is willing and available to supervise. Interested faculty review plans with the Undergraduate Director, and then make the opportunity known to students as appropriate. Check with Undergraduate Office for more details and faculty proposal form.",Not eligible for CR/NCR option.,Prerequisite:,Available to students in their third year of study (who have completed at least 9.0 credits),Exclusion:,POL299Y1,Distribution Requirement:,Social Science,,Room,LEC0101,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
POL,Research Participation,POL396H1-S,Timetable instructions,Note:,"For enrolment in this course, contact the Student and Alumni/Advancement Coordinator, Elizabeth Jagdeo at e.jagdeo@utoronto.ca for details.",Course Description:,"Credit course for supervised participation in a faculty research project. Offered only when a faculty member is willing and available to supervise. Interested faculty review plans with the Undergraduate Director, and then make the opportunity known to students as appropriate. Check with Undergraduate Office for more details and faculty proposal form.",Not eligible for CR/NCR option.,Prerequisite:,Available to students in their third year of study (who have completed at least 9.0 credits),Exclusion:,POL299Y1,Distribution Requirement:,Social Science,,Room,LEC0101,,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
PSY,Neurochemical Basis of Behaviour,PSY396H1-F,,,,Course Description:,"The functional relevance of neurotransmitters, with particular emphasis on their role in mediating behaviour.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PCL200H1/PCL476H1/PSYC62H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Tuesday,,"Whissell, P.",of  available,0,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMIN1160 MI PSYCHOLOGY,ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,LM 155,—,18:00,21:00,https://map.utoronto.ca/?id=1809#!m/494502
PSY,Neurochemical Basis of Behaviour,PSY396H1-S,,,,Course Description:,"The functional relevance of neurotransmitters, with particular emphasis on their role in mediating behaviour.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY260H1/PSYB38H3 or PSY290H1/PSY290H5/PSYB64H3/HMB200H1/PSL300H1",Prerequisite:,PCL200H1/PCL476H1/PSYC62H3,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,,"Whissell, P.",of  available,0,50,Yes: 36 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMIN1160 MI PSYCHOLOGY,ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,UC 161,—,15:00,18:00,https://map.utoronto.ca/?id=1809#!m/494517
POL,Research Participation,POL397Y1-Y,Timetable instructions,Note:,"For enrolment in this course, contact the Student and Alumni/Advancement Coordinator, Elizabeth Jagdeo at e.jagdeo@utoronto.ca for details.",Course Description:,"Credit course for supervised participation in a faculty research project. Offered only when a faculty member is willing and available to supervise. Interested faculty review plans with the Undergraduate Director, and then make the opportunity known to students as appropriate. Check with Undergraduate Office for more details and faculty proposal form.",Not eligible for CR/NCR option.,Prerequisite:,Available to students in their third year of study (who have completed at least 9.0 credits),Exclusion:,POL299Y1,Distribution Requirement:,Social Science,,,LEC0101,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,—,,—,,,
